dna_ID,isotope_ID,metric_ID,paleopath_ID,Country,Site,Region,Date,Latitude,Longitude,Sex,nealeClump_prs,siblingClump_prs,nealeLDpred_prs,siblingLDpred_prs,coverage,d13C,d15N,age,method,stature,femur_measured,femur_estimated,femur_method,LEH,PH,CO,dna_ref,metric_ref,isotope_ref,paleopath_ref,whgProp
,,,Polgár-Ferenci-hát_870/1235,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,,,Polgár-Ferenci-hát_899/1270,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,,,Polgár-Ferenci-hát_900/1271,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,,,,Ash2016ScientificReports,NA
,,,Polgár-Ferenci-hát_94/179,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,Nitra Horné Krškany_50,,,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,NA,NA,NA,NA,NA,NA,-20.2,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,,,Stuttgart-Mühlhausen (18),Germany,Stuttgart-Mühlhausen,South Central,7030,48.84,9.21,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,,,Stuttgart-Mühlhausen (2),Germany,Stuttgart-Mühlhausen,South Central,7030,48.84,9.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,,,,Ash2016ScientificReports,NA
,,,Stuttgart-Mühlhausen II-23,Germany,Stuttgart-Mühlhausen,South Central,7030,48.84,9.21,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,N,Y,N,,,,Ash2016ScientificReports,NA
,,,Stuttgart-Mühlhausen II-36,Germany,Stuttgart-Mühlhausen,South Central,7030,48.84,9.21,M,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,,,Stuttgart-Mühlhausen II-37,Germany,Stuttgart-Mühlhausen,South Central,7030,48.84,9.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,,,Stuttgart-Mühlhausen II-38,Germany,Stuttgart-Mühlhausen,South Central,7030,48.84,9.21,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,,,Stuttgart-Mühlhausen II-39,Germany,Stuttgart-Mühlhausen,South Central,7030,48.84,9.21,F,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,NA,NA,N,N,N,,,,Ash2016ScientificReports,NA
,,,Stuttgart-Mühlhausen 110,Germany,Stuttgart-Mühlhausen,South Central,7030,48.84,9.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,,,,Ash2016ScientificReports,NA
,Nitra Horné Krškany_74,,,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,NA,NA,NA,NA,NA,NA,-20.3,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Nitra Horné Krškany_77,,,Slovakia,Nitra Horné Krškany,South Central,7125,48.28,18.09,M,NA,NA,NA,NA,NA,-20.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_3,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.4,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_4,,,Germany,Otzing,South Central,6950,48.76,12.81,F,NA,NA,NA,NA,NA,-20.3,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_5,,,Germany,Otzing,South Central,6950,48.76,12.81,F,NA,NA,NA,NA,NA,-19.7,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_6,,,Germany,Otzing,South Central,6950,48.76,12.81,F,NA,NA,NA,NA,NA,-20.2,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_10A,,,Germany,Otzing,South Central,6950,48.76,12.81,F,NA,NA,NA,NA,NA,-20.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_14,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.3,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_17,,,Germany,Otzing,South Central,6950,48.76,12.81,F,NA,NA,NA,NA,NA,-20.1,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_18,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.4,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_22A,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.2,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_26,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.1,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_27A,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_29A,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.5,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_29B,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.7,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_33,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.3,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_36,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.6,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_37,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.3,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Otzing_38,,,Germany,Otzing,South Central,6950,48.76,12.81,NA,NA,NA,NA,NA,NA,-20.5,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"HofmannCh6INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Polgár-Ferenci-hát_33/42,,,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-19.7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Polgár-Ferenci-hát_34/82,,Polgár-Ferenci-hát_34/82,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-20.2,10.6,NA,NA,NA,NA,NA,NA,N,Y,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_34/91,,Polgár-Ferenci-hát_34/91,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-19.7,10.3,NA,NA,NA,NA,NA,NA,Y,Y,Y,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_69/133,,,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-20.3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Polgár-Ferenci-hát_103/208,,Polgár-Ferenci-hát_103/208,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-19.6,9.8,NA,NA,NA,NA,NA,NA,Y,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_134/239,,Polgár-Ferenci-hát_134/239,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-20.3,9.5,NA,NA,NA,NA,NA,NA,Y,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_270/432,,,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-19.8,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Polgár-Ferenci-hát_281/444,,Polgár-Ferenci-hát_281/444,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-20.1,10.6,NA,NA,NA,NA,NA,NA,Y,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_282/445,,,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-19.8,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Polgár-Ferenci-hát_285/450,,Polgár-Ferenci-hát_285/450,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-20.1,10.3,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_288/453,,Polgár-Ferenci-hát_288/453,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-18.7,13.6,NA,NA,NA,NA,NA,NA,N,N,Y,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_289/454,,Polgár-Ferenci-hát_289/454,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-19.7,10.7,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_296/468,,Polgár-Ferenci-hát_296/468,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-19.8,9.8,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_311/486,,Polgár-Ferenci-hát_311/486,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-19.9,10.5,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_314/489,,,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-20,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Polgár-Ferenci-hát_338/517,,Polgár-Ferenci-hát_338/517,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-20.2,9,NA,NA,NA,NA,NA,NA,Y,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_340/519,,Polgár-Ferenci-hát_340/519,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-20.2,10.7,NA,NA,NA,NA,NA,NA,N,Y,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_344/523,,Polgár-Ferenci-hát_344/523,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-20.1,9.5,NA,NA,NA,NA,NA,NA,N,Y,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_347/526,,,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Polgár-Ferenci-hát_350/529,,Polgár-Ferenci-hát_350/529,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-19.6,10.5,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_353/532,,Polgár-Ferenci-hát_353/532,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-20.2,9.8,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_356/535,,Polgár-Ferenci-hát_356/535,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-19.4,10.6,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_368/562,,Polgár-Ferenci-hát_368/562,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-20.4,9.7,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_387/581,,Polgár-Ferenci-hát_387/581,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-19.6,10.7,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_448/646,,Polgár-Ferenci-hát_448/646,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-20,13.2,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_484/685,,Polgár-Ferenci-hát_484/685,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-20.1,10,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_644/944,,Polgár-Ferenci-hát_644/944,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-19.4,10.4,NA,NA,NA,NA,NA,NA,N,Y,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_717/1024,,Polgár-Ferenci-hát_717/1024,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-20.7,9.9,NA,NA,NA,NA,NA,NA,N,N,Y,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_718/1025,,Polgár-Ferenci-hát_718/1025,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-19.8,9.9,NA,NA,NA,NA,NA,NA,N,Y,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_719/1026,,Polgár-Ferenci-hát_719/1026,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-19.8,10.1,NA,NA,NA,NA,NA,NA,N,Y,Y,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_721/1028,,Polgár-Ferenci-hát_721/1028,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-19.7,10.7,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_764/1079,,Polgár-Ferenci-hát_764/1079,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-19.7,10,NA,NA,NA,NA,NA,NA,N,Y,Y,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_773/1093,,Polgár-Ferenci-hát_773/1093,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-20.2,10.1,NA,NA,NA,NA,NA,NA,Y,Y,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_786/1109,,Polgár-Ferenci-hát_786/1109,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-19.5,14.2,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_805/1138,,Polgár-Ferenci-hát_805/1138,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-20.5,10.6,NA,NA,NA,NA,NA,NA,N,Y,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_821/1168,,Polgár-Ferenci-hát_821/1168,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-20.1,10.8,NA,NA,NA,NA,NA,NA,N,Y,Y,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_839/1198,,Polgár-Ferenci-hát_839/1198,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-20,11.4,NA,NA,NA,NA,NA,NA,N,N,Y,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_861/1222,,Polgár-Ferenci-hát_861/1222,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-20,10.4,NA,NA,NA,NA,NA,NA,Y,Y,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_867/1230,,Polgár-Ferenci-hát_867/1230,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-20.2,11.6,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_871/1236,,Polgár-Ferenci-hát_871/1236,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-19.8,12.6,NA,NA,NA,NA,NA,NA,N,Y,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_881/1252,,Polgár-Ferenci-hát_881/1252,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,NA,NA,NA,NA,NA,NA,-19.1,10.1,NA,NA,NA,NA,NA,NA,N,N,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_897/1268,,Polgár-Ferenci-hát_897/1268,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,M,NA,NA,NA,NA,NA,-19.7,10.2,NA,NA,NA,NA,NA,NA,N,Y,N,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports","WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",NA
,Polgár-Ferenci-hát_904/1311,,,Hungary,Polgár-Ferenci-hát,South Central,7135,47.98,21.16,F,NA,NA,NA,NA,NA,-19.3,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh4inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_4,,,Austria,Rutzing,South Central,7050,48.02,13.11,NA,NA,NA,NA,NA,NA,-20.9,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_5,,,Austria,Rutzing,South Central,7050,48.02,13.11,M,NA,NA,NA,NA,NA,-20.7,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_6,,,Austria,Rutzing,South Central,7050,48.02,13.11,NA,NA,NA,NA,NA,NA,-20.7,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_7,,,Austria,Rutzing,South Central,7050,48.02,13.11,NA,NA,NA,NA,NA,NA,-20.3,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_8,,,Austria,Rutzing,South Central,7050,48.02,13.11,M,NA,NA,NA,NA,NA,-20.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_9,,,Austria,Rutzing,South Central,7050,48.02,13.11,F,NA,NA,NA,NA,NA,-20.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_10,,,Austria,Rutzing,South Central,7050,48.02,13.11,NA,NA,NA,NA,NA,NA,-20.7,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_13,,,Austria,Rutzing,South Central,7050,48.02,13.11,M,NA,NA,NA,NA,NA,-20.2,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_14,,,Austria,Rutzing,South Central,7050,48.02,13.11,M,NA,NA,NA,NA,NA,-21.1,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_15,,,Austria,Rutzing,South Central,7050,48.02,13.11,M,NA,NA,NA,NA,NA,-20.5,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_17,,,Austria,Rutzing,South Central,7050,48.02,13.11,F,NA,NA,NA,NA,NA,-20.7,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_24,,,Austria,Rutzing,South Central,7050,48.02,13.11,NA,NA,NA,NA,NA,NA,-20.7,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
