dna_ID,isotope_ID,metric_ID,paleopath_ID,Country,Site,Region,Date,Latitude,Longitude,Sex,nealeClump_prs,siblingClump_prs,nealeLDpred_prs,siblingLDpred_prs,coverage,d13C,d15N,age,method,stature,femur_measured,femur_estimated,femur_method,LEH,PH,CO,dna_ref,metric_ref,isotope_ref,paleopath_ref,whgProp
,Rutzing_26,,,Austria,Rutzing,South Central,7050,48.02,13.11,NA,NA,NA,NA,NA,NA,-20.8,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_30,,,Austria,Rutzing,South Central,7050,48.02,13.11,F,NA,NA,NA,NA,NA,-20.5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_31,,,Austria,Rutzing,South Central,7050,48.02,13.11,NA,NA,NA,NA,NA,NA,-20.6,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Rutzing_32,,,Austria,Rutzing,South Central,7050,48.02,13.11,M,NA,NA,NA,NA,NA,-20.4,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"BickleCh5inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_4,,Schwetzingen_4(4),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.2,8.9,27.5,NA,NA,NA,NA,NA,Y,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_5,,Schwetzingen_6(5),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.3,9.2,42.5,NA,NA,NA,NA,NA,Y,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_6,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.2,8.6,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_7,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.4,9.5,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_8,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.1,9.6,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_10,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-19.9,9,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_11,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.3,9,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_12,,Schwetzingen_25(12),Germany,Schwetzingen,South Central,7085,49.38,8.58,NA,NA,NA,NA,NA,NA,-20.3,8.2,15.5,NA,NA,NA,NA,NA,N,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_16,,Schwetzingen_30.1(16),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.1,9.9,37.5,NA,NA,NA,NA,NA,N,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_18,,Schwetzingen_32(18),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.2,9.1,32.5,NA,NA,NA,NA,NA,Y,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_19,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.2,8.7,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_21,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,NA,NA,NA,NA,NA,NA,-20.1,8,7.5,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_25,,Schwetzingen_31(25),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20,8.1,30,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_28,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.2,8.6,40,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_30,,Schwetzingen_33(30),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.4,8,47.5,NA,NA,NA,NA,NA,N,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_31,,Schwetzingen_35.1(31),Germany,Schwetzingen,South Central,7085,49.38,8.58,NA,NA,NA,NA,NA,NA,-20.4,9.1,15.5,NA,NA,NA,NA,NA,N,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_35,,Schwetzingen_55.1(35),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20,9.1,37.5,NA,NA,NA,NA,NA,N,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_37,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.1,8.7,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_38,,Schwetzingen_46(38),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.1,8.3,42.5,NA,NA,NA,NA,NA,N,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_41,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.2,8.6,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_42,,Schwetzingen_49(42),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.4,8.7,32.5,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_43,,Schwetzingen_*(43),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-19.8,9,37.5,NA,NA,NA,NA,NA,N,N,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_45,,Schwetzingen_54.1(45),Germany,Schwetzingen,South Central,7085,49.38,8.58,NA,NA,NA,NA,NA,NA,-20.1,8.6,15.5,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_48,,Schwetzingen_58(48),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-19.9,8.6,32.5,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_54,,Schwetzingen_70.1(54),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-19.7,9.7,42.5,NA,NA,NA,NA,NA,Y,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_56,,Schwetzingen_63(56),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.1,9.1,37.5,NA,NA,NA,NA,NA,N,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_57,,Schwetzingen_64.1(57),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.3,8.5,37.5,NA,NA,NA,NA,NA,N,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_65,,Schwetzingen_72.1(65),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.1,9.3,42.5,NA,NA,NA,NA,NA,Y,N,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_66,,Schwetzingen_74.1(66),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.3,8.8,30,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_67,,Schwetzingen_81.1(67),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.3,9.7,42.5,NA,NA,NA,NA,NA,Y,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_73,,Schwetzingen_86.1(73),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-19.8,9.1,27.5,NA,NA,NA,NA,NA,N,N,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_77,,Schwetzingen_87.1(77),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.1,9.1,42.5,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_80,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.2,9.4,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_82,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.2,9.8,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_89,,Schwetzingen_105(89),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.1,9.5,32.5,NA,NA,NA,NA,NA,N,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_97,,Schwetzingen_110(97),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.3,8.6,37.5,NA,NA,NA,NA,NA,N,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_101,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.1,10.7,70,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_104,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.4,8.8,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_105,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-19.9,9.4,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_106,,Schwetzingen_125.1(106),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.9,8.9,42.5,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_110,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.4,8.5,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_115,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,NA,NA,NA,NA,NA,NA,-20.4,9.2,17.5,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_119,,Schwetzingen_135(119),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.1,8.4,32.5,NA,NA,NA,NA,NA,Y,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_120,,Schwetzingen_120(120),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.3,8.8,27.5,NA,NA,NA,NA,NA,N,N,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_121,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.3,8.9,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_123,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.3,8.3,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_125,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.5,8.8,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_126,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.1,8.1,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_128,,Schwetzingen_145(128),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20,9.9,47.5,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_129,,Schwetzingen_144.1(129),Germany,Schwetzingen,South Central,7085,49.38,8.58,NA,NA,NA,NA,NA,NA,-20.2,7.8,6.5,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_130,,Schwetzingen_150.1(130),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20,8.4,52.5,NA,NA,NA,NA,NA,N,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_132,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.4,8.4,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_137,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-19.9,8.5,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_139,,Schwetzingen_155.1(139),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20,9.3,42.5,NA,NA,NA,NA,NA,Y,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_140,,Schwetzingen_156(140),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20,8.6,50,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_141,,Schwetzingen_159.1(141),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.4,9.4,32.5,NA,NA,NA,NA,NA,Y,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_142,,Schwetzingen_160.1(142),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.2,8.4,47.5,NA,NA,NA,NA,NA,N,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_143,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-19.9,8.6,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_145,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.5,9.2,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_146,,Schwetzingen_163.1(146),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.5,7.9,32.5,NA,NA,NA,NA,NA,Y,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_149,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.2,7.6,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_150,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.2,8.5,40,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_151,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.4,8.3,32.5,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_152,,Schwetzingen_170.1(152),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-19.9,8.9,54.5,NA,NA,NA,NA,NA,N,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_153,,Schwetzingen_169.1(153),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-19.7,7.7,22.5,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_154,,Schwetzingen_171.1(154),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.2,8.6,42.5,NA,NA,NA,NA,NA,Y,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_155,,Schwetzingen_172.1(155),Germany,Schwetzingen,South Central,7085,49.38,8.58,NA,NA,NA,NA,NA,NA,-20.3,7.8,12.5,NA,NA,NA,NA,NA,N,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_157,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-19.9,8.4,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_163,,Schwetzingen_181(163),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.2,9.7,32.5,NA,NA,NA,NA,NA,N,N,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_170,,Schwetzingen_187.1(170),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.1,7.9,22.5,NA,NA,NA,NA,NA,Y,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_171,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.1,9.5,20,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_174,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-19.6,8.3,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_176,,Schwetzingen_194.1(176),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.1,10.1,27.5,NA,NA,NA,NA,NA,Y,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_177,,Schwetzingen_198.1(177),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20,9.2,37.5,NA,NA,NA,NA,NA,Y,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_183,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20,8.7,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_184,,Schwetzingen_205.1(184),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-19.9,9,42.5,NA,NA,NA,NA,NA,N,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_185,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.3,9.8,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_188,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.2,8.6,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_189,,Schwetzingen_209.1(189),Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.1,8.9,17.5,NA,NA,NA,NA,NA,Y,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_190,,Schwetzingen_211.1(190),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.2,9,50.5,NA,NA,NA,NA,NA,N,N,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",ASh2016ScientificReports,NA
,Schwetzingen_194,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-19.7,8.3,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_199,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.4,9.2,30,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_200,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-19.6,9.2,50,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_201,,Schwetzingen_225.1(201),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.2,8.7,32.5,NA,NA,NA,NA,NA,N,Y,Y,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Schwetzingen_218,,,Germany,Schwetzingen,South Central,7085,49.38,8.58,M,NA,NA,NA,NA,NA,-20.3,8.8,18,NA,NA,NA,NA,NA,NA,NA,NA,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Schwetzingen_219,,Schwetzingen_248(219),Germany,Schwetzingen,South Central,7085,49.38,8.58,F,NA,NA,NA,NA,NA,-20.1,8.8,42.5,NA,NA,NA,NA,NA,N,Y,N,,,"BentleyCh7inBickle&Whittle2013monograph, Ash2016ScientificReports",Ash2016ScientificReports,NA
,Těšetice-Kyjovice_11,,,Czech Republic,Těšetice-Kyjovice,South Central,6950,48.9,16.14,F,NA,NA,NA,NA,NA,-19.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Těšetice-Kyjovice_15,,,Czech Republic,Těšetice-Kyjovice,South Central,6950,48.9,16.14,NA,NA,NA,NA,NA,NA,-19.9,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Těšetice-Kyjovice_17,,,Czech Republic,Těšetice-Kyjovice,South Central,6950,48.9,16.14,NA,NA,NA,NA,NA,NA,-19.5,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Těšetice-Kyjovice_18,,,Czech Republic,Těšetice-Kyjovice,South Central,6950,48.9,16.14,F,NA,NA,NA,NA,NA,-19.1,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
,Těšetice-Kyjovice_19,,,Czech Republic,Těšetice-Kyjovice,South Central,6950,48.9,16.14,M,NA,NA,NA,NA,NA,-19.4,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,"WhittleCh3INBickle&Whittle2013monograph, Ash2016ScientificReports",,NA
